gene_id,gene_name,essential_status,phenotype_summary,evidence_count,source_file
S000006299,SYT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006300,YPR096C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006301,LEC1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006302,S000006302,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006303,YPR099C,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000006304,MRPL51,Ambiguous,"null | viable ; null | metal resistance: increased | gold nanoparticle (0.8 nm 11-atom gold core, functionalized with positively-charged N,N,N trimethylammoniumethanethiol (TMAT)) | viability assayed after 24-hr incubation with gold particles in water",2,./data\raw\sgd\phenotype_data.tab
S000006305,SNT309,Ambiguous,null | viable ; null | inviable,4,./data\raw\sgd\phenotype_data.tab
S000006306,RPL11A,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006307,PRE2,Essential,conditional | heat sensitivity: increased | elevated temperature (38°C) | viability is lost after 8 hr ; null | inviable ; reduction of function | inviable,6,./data\raw\sgd\phenotype_data.tab
S000006308,FHL1,Ambiguous,"null | viable ; null | inviable ; null | vegetative growth: decreased | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions; viable but slow-growing under anaerobic conditions",4,./data\raw\sgd\phenotype_data.tab
S000006309,COG4,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006310,ISR1,Ambiguous,"null | viable ; overexpression | resistance to chemicals: decreased | tunicamycin (0.25μg/ml) | low level overexpression (OE) results in sensitivity, while high level OE is lethal; reversed by the addition of 5 mM glucosamine ; overexpression | inviable | lethality from Gal-2μ driven overexpression (OE) can be rescued by addition of 5 mM glucosamine but not osmotic stabilizers, or by OE of GFA1",4,./data\raw\sgd\phenotype_data.tab
S000006311,YTH1,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006312,RPN7,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006313,GLD1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006314,RPC40,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006315,DBF20,Ambiguous,null | viable ; overexpression | inviable,3,./data\raw\sgd\phenotype_data.tab
S000006316,MRD1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006317,PIS1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006318,ALE2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006319,RGC1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006320,RRG8,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006321,HOB2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006322,MRI1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006323,CLB2,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",4,./data\raw\sgd\phenotype_data.tab
S000006324,CLB5,Ambiguous,null | viable ; overexpression | inviable,3,./data\raw\sgd\phenotype_data.tab
S000006325,THI22,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006326,AXL1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006327,YPR123C,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000006328,CTR1,Ambiguous,null | viable ; overexpression | inviable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,3,./data\raw\sgd\phenotype_data.tab
S000006329,YLH47,Ambiguous,null | viable ; overexpression | inviable,4,./data\raw\sgd\phenotype_data.tab
S000006330,YPR126C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006331,YPR127W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006332,ANT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006333,SCD6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006334,YPR130C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006335,NAT3,Ambiguous,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,3,./data\raw\sgd\phenotype_data.tab
S000006336,S000006336,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006337,SPN1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006338,MSS18,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006339,CTF4,Ambiguous,"null | heat sensitivity: increased | restrictive temperature (38°C) | null is lethal at 38 °C ; null | viability: decreased | only 39% viable spores, compared to 93% for wild-type ; null | viable",6,./data\raw\sgd\phenotype_data.tab
S000006340,YPR136C,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006341,RRP9,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006342,MEP3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006343,LOA1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006344,TAZ1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006345,KAR3,Ambiguous,null | viable ; null | inviable | ploidy-specific lethality; tetraploid derivative of the homozygous deletion strain is lethal,2,./data\raw\sgd\phenotype_data.tab
S000006346,YPR142C,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006347,RRP15,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006348,NOC4,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006349,ASN1,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000006350,YPR146C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006351,YPR147C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006352,YPR148C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006353,NCE102,Ambiguous,null | viability: increased | stationary | viability is greater than in wt cells in stationary phase ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006354,YPR150W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006355,SUE1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006356,URN1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006357,S000006357,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006358,PIN3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006359,NCA2,Ambiguous,null | chemical compound accumulation: increased | lithium(1+) | lithium chloride (100mM) | significant increase in the accumulation of Li+ relative to wt cells treated with a nonlethal EC10 concentration of LiCl ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006360,TPO3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006361,TDA6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006362,CUR1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006363,KRE6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006364,GPH1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006365,SGV1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006366,ORC4,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006367,TIF3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006368,MMS1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006369,RHO1,Essential,"conditional | heat sensitivity: increased | elevated temperature (37°C) | mutant cells halt growth and cell division, with a rapid loss of viability; growth arrest is suppressed in the presence of 1M sorbitol ; null | inviable",2,./data\raw\sgd\phenotype_data.tab
S000006370,MRP2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006371,MET16,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006372,NUT2,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006373,JIP5,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006374,YPR170C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006375,BSP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006376,YPR172W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006377,VPS4,Ambiguous,null | viability: decreased | nitrogen starvation ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006378,CSA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006379,DPB2,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; conditional | viability: decreased | permissive temperature (23°C) | ~55% viability relative to wt ; conditional | viability: decreased | permissive temperature (23°C) | ~80% viability relative to wt",6,./data\raw\sgd\phenotype_data.tab
S000006380,BET2,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006381,YPR177C,Essential,overexpression | inviable ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006382,PRP4,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006383,HDA3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006384,AOS1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006385,SEC23,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006386,SMX3,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006387,DPM1,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006388,GDB1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006389,S000006389,Ambiguous,null | viability: decreased | nitrogen starvation ; null | viability: decreased | nitrogen starvation | complete loss of viability after prolonged nitrogen starvation ; reduction of function | viability: decreased | nitrogen starvation,5,./data\raw\sgd\phenotype_data.tab
S000006390,PZF1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006391,S000006391,Ambiguous,"unspecified | viable | growth under standard conditions and at different temperatures (18, 25, 30, and 37 deg C) is indistinguishable from that of wild type ; null | inviable",5,./data\raw\sgd\phenotype_data.tab
S000006392,MLC2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006393,SKI3,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000006394,RPC82,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006395,QCR2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006396,AQY1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006397,HPA2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006398,OPT2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006399,YPR195C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006400,YPR196W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006401,YPR197C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006402,SGE1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006403,ARR1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006404,ARR2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006405,ARR3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006406,S000006406,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006407,YPR203W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006408,YPR204W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006409,YEL077C,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006429,CCW14,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006430,MRP10,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000006431,YOR008C-A,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006432,S000006432,Ambiguous,unspecified | viability: decreased | senescence manifested as a dramatic and steady decrease in viability late in outgrowth ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006433,TOM5,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006434,LSM3,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000006435,DID2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006436,S000006436,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006437,S000006437,Ambiguous,null | viable | YPD ; null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,3,./data\raw\sgd\phenotype_data.tab
S000006438,S000006438,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006439,HTL1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006440,S000006440,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006441,S000006441,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006442,S000006442,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006443,S000006443,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006444,S000006444,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006445,S000006445,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006446,S000006446,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006447,S000006447,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006448,S000006448,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006449,S000006449,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006450,S000006450,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006451,S000006451,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006452,S000006452,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006453,S000006453,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006454,S000006454,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006455,S000006455,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006456,S000006456,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006457,S000006457,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006458,S000006458,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006459,S000006459,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006460,S000006460,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006461,S000006461,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006462,S000006462,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006463,S000006463,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006464,S000006464,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006465,S000006465,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006466,S000006466,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006467,S000006467,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006468,S000006468,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006469,S000006469,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006470,S000006470,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006471,S000006471,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006472,S000006472,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006473,S000006473,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006474,S000006474,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006475,S000006475,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006476,S000006476,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006477,S000006477,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006478,S000006478,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006479,S000006479,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006480,S000006480,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006481,S000006481,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006482,S000006482,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006483,S000006483,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006484,S000006484,Essential,null | inviable | mutant rRNA is expressed in a background deleted for all other copies,2,./data\raw\sgd\phenotype_data.tab
S000006485,S000006485,Essential,null | inviable | mutant rRNA is expressed in a background deleted for all other copies,2,./data\raw\sgd\phenotype_data.tab
S000006486,S000006486,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006487,S000006487,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006488,S000006488,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006489,S000006489,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006490,S000006490,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006491,S000006491,Unknown,null | viable | extremely slow growth with colonies appearing after 7-10 days at 30 deg C,1,./data\raw\sgd\phenotype_data.tab
S000006492,S000006492,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006493,S000006493,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006494,S000006494,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006495,S000006495,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006496,S000006496,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006497,S000006497,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006498,S000006498,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006499,S000006499,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006500,S000006500,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000006501,S000006501,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006502,S000006502,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006503,S000006503,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006504,S000006504,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006505,S000006505,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006506,S000006506,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006507,S000006507,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006508,S000006508,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000006509,S000006509,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006510,S000006510,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006511,S000006511,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006512,S000006512,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006513,S000006513,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006514,S000006514,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006515,S000006515,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006516,S000006516,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006517,S000006517,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006518,S000006518,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006519,S000006519,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006520,S000006520,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006521,S000006521,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006522,S000006522,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006523,S000006523,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006524,S000006524,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006525,S000006525,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006526,S000006526,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006527,S000006527,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006528,S000006528,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006529,S000006529,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006530,S000006530,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006531,S000006531,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006532,S000006532,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006533,S000006533,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006534,S000006534,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006535,S000006535,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006536,S000006536,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006537,S000006537,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006538,S000006538,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006539,S000006539,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006540,S000006540,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006541,S000006541,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006542,S000006542,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006543,S000006543,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006544,S000006544,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006545,S000006545,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006546,S000006546,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006547,S000006547,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006548,S000006548,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006549,S000006549,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006550,S000006550,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006551,S000006551,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006552,S000006552,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006553,S000006553,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006554,S000006554,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006555,S000006555,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006556,S000006556,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006557,S000006557,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006558,S000006558,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006559,S000006559,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006560,S000006560,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006561,S000006561,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006562,S000006562,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006563,S000006563,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006564,S000006564,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006565,S000006565,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006566,S000006566,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006567,S000006567,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006568,S000006568,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006569,S000006569,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006570,S000006570,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006571,S000006571,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006572,S000006572,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006573,S000006573,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006574,S000006574,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006575,S000006575,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006576,S000006576,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006577,S000006577,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006578,S000006578,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006579,S000006579,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006580,S000006580,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006581,S000006581,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006582,S000006582,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006583,S000006583,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006584,S000006584,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006585,S000006585,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006586,S000006586,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006587,S000006587,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006588,S000006588,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006589,S000006589,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006590,S000006590,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006591,S000006591,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006592,S000006592,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006593,S000006593,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006594,S000006594,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006595,S000006595,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006596,S000006596,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006597,S000006597,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006598,S000006598,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006599,S000006599,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006600,S000006600,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006601,S000006601,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006602,S000006602,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006603,S000006603,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006604,S000006604,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006605,S000006605,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006606,S000006606,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006607,S000006607,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006608,S000006608,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006609,S000006609,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000006610,S000006610,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006611,S000006611,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000006612,S000006612,Unknown,,0,./data\raw\sgd\phenotype_data.tab
