gene_id,gene_name,essential_status,phenotype_summary,evidence_count,source_file
S000003953,RRT7,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003954,GPI13,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003955,YLL032C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003956,IRC19,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003957,RIX7,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003958,GRC3,Essential,null | inviable | spores arrest after two or three cell divisions ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003959,PRP19,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003960,YLL037W,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003961,ENT4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003962,UBI4,Ambiguous,overexpression | viability: decreased | Ub-wt ; overexpression | viability: decreased ; null | spore germination: decreased | rapid loss of spore viability,10,./data\raw\sgd\phenotype_data.tab
S000003963,VPS13,Ambiguous,null | viable ; null | starvation resistance: decreased | nitrogen starvation | rapid decline in viability following nitrogen starvation; viability is restored by expression of Vps13-D716H,3,./data\raw\sgd\phenotype_data.tab
S000003964,SDH2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003965,ATG10,Ambiguous,null | viability: decreased | nitrogen starvation ; reduction of function | viability: decreased | nitrogen starvation ; null | viable,4,./data\raw\sgd\phenotype_data.tab
S000003966,S000003966,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003967,YLL044W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003968,RPL8B,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003969,RNP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003970,YLL047W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003971,YBT1,Ambiguous,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,2,./data\raw\sgd\phenotype_data.tab
S000003972,LDB18,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003973,S000003973,Essential,conditional | heat sensitivity: increased | elevated temperature (37°C) | loss of viability; delayed by 1M sorbitol ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,4,./data\raw\sgd\phenotype_data.tab
S000003974,FRE6,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003975,AQY2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003976,YLL053C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003977,YLL054C,Unknown,null | viable,4,./data\raw\sgd\phenotype_data.tab
S000003978,YCT1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003979,YLL056C,Unknown,null | viable | no obvious phenotypes ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003980,JLP1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003981,HSU1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003982,YLL059C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003983,GTT2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003984,MMP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003985,MHT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003986,AYT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003987,PAU18,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003988,YLL065W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003989,S000003989,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003990,S000003990,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003991,YLR001C,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect ; null | cell death: decreased | hydrogen peroxide (4mM) | viability increased relative to wt after treatment with H2O2",4,./data\raw\sgd\phenotype_data.tab
S000003992,NOC3,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003993,CMS1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003994,THI73,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003995,SSL1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003996,SSK1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003997,NSE1,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000003998,PAM18,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable ; reduction of function | inviable,7,./data\raw\sgd\phenotype_data.tab
S000003999,RLP24,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004000,TEN1,Essential,null | inviable ; reduction of function | inviable,3,./data\raw\sgd\phenotype_data.tab
S000004001,LOT6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004002,YLR012C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004003,GAT3,Ambiguous,null | viable ; overexpression | inviable,3,./data\raw\sgd\phenotype_data.tab
S000004004,PPR1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004005,BRE2,Ambiguous,null | viability: decreased | enhanced cell death during chronological aging ; null | viable,4,./data\raw\sgd\phenotype_data.tab
S000004006,PML1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004007,MEU1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004008,POM34,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000004009,PSR2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004010,YEH2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004011,IRC25,Ambiguous,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,2,./data\raw\sgd\phenotype_data.tab
S000004012,SDO1,Essential,"null | inviable ; null | vegetative growth: decreased | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions; viable but slow-growing under anaerobic conditions",2,./data\raw\sgd\phenotype_data.tab
S000004013,IZH3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004014,UBR2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004015,SNF7,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | synthetic complete | decreased survival on sub-lethal levels of the polyphenol, tannic acid; supplementation with increasing levels of ferric chloride (40-1200 µM) improves growth in a concentration-dependent manner ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",4,./data\raw\sgd\phenotype_data.tab
S000004016,SED5,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004017,AAT2,Ambiguous,null | viable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000004018,ADE16,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004019,RPL15A,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004020,YLR030W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004021,YLR031W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004022,RAD5,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004023,RSC58,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable ; repressible | cell cycle progression in G1 phase: arrested | irreversible lethality associated with the arrest,4,./data\raw\sgd\phenotype_data.tab
S000004024,SMF3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004025,MLH2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004026,YLR036C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004027,PAU23,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004028,COX12,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004029,RIC1,Ambiguous,null | viable ; null | resistance to chemicals: decreased | oxalic acid (30mM) | inviable after 3 day exposure,2,./data\raw\sgd\phenotype_data.tab
S000004030,AFB1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004031,YLR041W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004032,NFG1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004033,TRX1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004034,PDC1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004035,STU2,Essential,"reduction of function | viability: decreased | severe defect in cell viability, exacerbated by treatment with low concentrations of benomyl ; null | inviable ; conditional | inviable | elevated temperature (30°C) | ploidy-specific lethality; tetraploid derivative of the ts allele is temperature sensitive at 30°C and above",5,./data\raw\sgd\phenotype_data.tab
S000004036,YLR046C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004037,FRE8,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004038,S000004038,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004039,MLO50,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004040,EMA19,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004041,FCF2,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004042,IES3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004043,NRS1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004044,S000004044,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004045,SPT8,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004046,ERG3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004047,MNL2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004048,SHM2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004049,REX2,Ambiguous,null | viable ; overexpression | inviable,3,./data\raw\sgd\phenotype_data.tab
S000004050,FRS1,Essential,overexpression | inviable ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004051,S000004051,Ambiguous,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,2,./data\raw\sgd\phenotype_data.tab
S000004052,BUD28,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004053,BMT6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004054,PER33,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004055,SND2,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000004056,SPC3,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",2,./data\raw\sgd\phenotype_data.tab
S000004057,PET309,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004058,FYV7,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004059,MEF1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004060,XYL2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004061,RGR1,Essential,null | inviable ; conditional | utilization of sulfur source: decreased | ammonium sulfate | loss of viability on medium containing sulfate compared to methionine,2,./data\raw\sgd\phenotype_data.tab
S000004062,LAM6,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004063,RFU1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004064,BUD20,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004065,RPL10,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004066,YLR076C,Essential,null | inviable ; null | innate thermotolerance: increased | exponential phase | heat shock (50°C) | resistance scale of 1 (least) to 4 (most) resistant: 1; partially overlaps the essential gene RPL10,2,./data\raw\sgd\phenotype_data.tab
S000004067,FMP25,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004068,S000004068,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004069,SIC1,Ambiguous,null | viable ; null | inviable | elevated temperature (37°C) | ploidy-specific thermosensitive; tetraploid derivative of the homozygous gene deletion collection strain is temperature sensitive at 37°C,3,./data\raw\sgd\phenotype_data.tab
S000004070,EMP46,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004071,GAL2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004072,SRL2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004073,EMP70,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004074,RAX2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004075,ARP6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004076,SMC4,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000004077,CSF1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004078,GAA1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004079,ALT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004080,XDJ1,Unknown,null | viable | no obvious growth phenotypes ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004081,GEP5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004082,SUL2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004083,S000004083,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004084,GIS3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004085,IOC2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004086,KIN2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000004087,HRT3,Ambiguous,null | viable ; overexpression | inviable,2,./data\raw\sgd\phenotype_data.tab
S000004088,CHA4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000004089,ICT1,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000004090,ERG27,Essential,"repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",4,./data\raw\sgd\phenotype_data.tab
S000004091,YLR101C,Essential,"null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",2,./data\raw\sgd\phenotype_data.tab
